#############TIME##################
1.790122e+01 
###################################
0.000000e+00 0.000000e+00 8.607792e+00 1.328123e+01 0.000000e+00 -1.468394e+00
0.000000e+00 5.500000e-02 8.607792e+00 1.328123e+01 0.000000e+00 -1.468394e+00
0.000000e+00 1.100000e-01 8.607792e+00 1.328123e+01 0.000000e+00 -1.468394e+00
0.000000e+00 1.650000e-01 8.607792e+00 1.328123e+01 0.000000e+00 -1.468394e+00
0.000000e+00 2.200000e-01 8.607589e+00 1.328081e+01 0.000000e+00 -1.468407e+00
0.000000e+00 2.750000e-01 6.718015e+00 9.471988e+00 0.000000e+00 -1.267283e+00
0.000000e+00 3.300000e-01 5.596948e+00 7.446170e+00 0.000000e+00 -1.082191e+00
0.000000e+00 3.850000e-01 4.826161e+00 6.114344e+00 0.000000e+00 -9.399810e-01
0.000000e+00 4.400000e-01 4.260000e+00 5.181303e+00 0.000000e+00 -8.236575e-01
0.000000e+00 4.950000e-01 3.831547e+00 4.499548e+00 0.000000e+00 -7.300475e-01
0.000000e+00 5.500000e-01 3.494753e+00 3.980797e+00 0.000000e+00 -6.522161e-01
0.000000e+00 6.050000e-01 3.225034e+00 3.576929e+00 0.000000e+00 -5.872489e-01
0.000000e+00 6.600000e-01 3.004137e+00 3.254090e+00 0.000000e+00 -5.319529e-01
0.000000e+00 7.150000e-01 2.820587e+00 2.991700e+00 0.000000e+00 -4.846064e-01
0.000000e+00 7.700000e-01 2.665683e+00 2.774527e+00 0.000000e+00 -4.435438e-01
0.000000e+00 8.250000e-01 2.533509e+00 2.592461e+00 0.000000e+00 -4.077199e-01
0.000000e+00 8.800000e-01 2.419440e+00 2.437818e+00 0.000000e+00 -3.761767e-01
0.000000e+00 9.350000e-01 2.320135e+00 2.305134e+00 0.000000e+00 -3.482482e-01
0.000000e+00 9.900000e-01 2.232943e+00 2.190174e+00 0.000000e+00 -3.233546e-01
0.000000e+00 1.045000e+00 2.155845e+00 2.089760e+00 0.000000e+00 -3.010621e-01
0.000000e+00 1.100000e+00 2.087216e+00 2.001379e+00 0.000000e+00 -2.810008e-01
0.000000e+00 1.155000e+00 2.025773e+00 1.923074e+00 0.000000e+00 -2.628776e-01
0.000000e+00 1.210000e+00 1.970464e+00 1.853267e+00 0.000000e+00 -2.464429e-01
0.000000e+00 1.265000e+00 1.920438e+00 1.790694e+00 0.000000e+00 -2.314913e-01
0.000000e+00 1.320000e+00 1.874989e+00 1.734321e+00 0.000000e+00 -2.178466e-01
0.000000e+00 1.375000e+00 1.833530e+00 1.683300e+00 0.000000e+00 -2.053602e-01
0.000000e+00 1.430000e+00 1.795571e+00 1.636925e+00 0.000000e+00 -1.939033e-01
0.000000e+00 1.485000e+00 1.760696e+00 1.594610e+00 0.000000e+00 -1.833644e-01
0.000000e+00 1.540000e+00 1.728551e+00 1.555861e+00 0.000000e+00 -1.736455e-01
0.000000e+00 1.595000e+00 1.698833e+00 1.520260e+00 0.000000e+00 -1.646599e-01
0.000000e+00 1.650000e+00 1.671283e+00 1.487450e+00 0.000000e+00 -1.563315e-01
0.000000e+00 1.705000e+00 1.645676e+00 1.457128e+00 0.000000e+00 -1.485952e-01
0.000000e+00 1.760000e+00 1.621821e+00 1.429028e+00 0.000000e+00 -1.413961e-01
0.000000e+00 1.815000e+00 1.599549e+00 1.402922e+00 0.000000e+00 -1.346877e-01
0.000000e+00 1.870000e+00 1.578713e+00 1.378613e+00 0.000000e+00 -1.284286e-01
0.000000e+00 1.925000e+00 1.559185e+00 1.355926e+00 0.000000e+00 -1.225814e-01
0.000000e+00 1.980000e+00 1.540848e+00 1.334711e+00 0.000000e+00 -1.171114e-01
0.000000e+00 2.035000e+00 1.523600e+00 1.314831e+00 0.000000e+00 -1.119871e-01
0.000000e+00 2.090000e+00 1.507348e+00 1.296169e+00 0.000000e+00 -1.071798e-01
0.000000e+00 2.145000e+00 1.492010e+00 1.278617e+00 0.000000e+00 -1.026638e-01
0.000000e+00 2.200000e+00 1.477511e+00 1.262081e+00 0.000000e+00 -9.841569e-02
0.000000e+00 2.255000e+00 1.463788e+00 1.246479e+00 0.000000e+00 -9.441469e-02
0.000000e+00 2.310000e+00 1.450782e+00 1.231737e+00 0.000000e+00 -9.064200e-02
0.000000e+00 2.365000e+00 1.438440e+00 1.217788e+00 0.000000e+00 -8.708068e-02
0.000000e+00 2.420000e+00 1.426715e+00 1.204574e+00 0.000000e+00 -8.371538e-02
0.000000e+00 2.475000e+00 1.415562e+00 1.192038e+00 0.000000e+00 -8.053210e-02
