#############TIME##################
3.903904e+00 
###################################
0.000000e+00 0.000000e+00 2.305193e+01 2.305251e+01 0.000000e+00 -3.051615e+00
0.000000e+00 5.500000e-02 2.305193e+01 2.305251e+01 0.000000e+00 -3.051615e+00
0.000000e+00 1.100000e-01 2.306414e+01 2.306471e+01 0.000000e+00 -3.051583e+00
0.000000e+00 1.650000e-01 1.427628e+01 1.427664e+01 0.000000e+00 -2.307850e+00
0.000000e+00 2.200000e-01 1.054234e+01 1.054257e+01 0.000000e+00 -1.949365e+00
0.000000e+00 2.750000e-01 8.262320e+00 8.262486e+00 0.000000e+00 -1.657827e+00
0.000000e+00 3.300000e-01 6.813491e+00 6.813615e+00 0.000000e+00 -1.444059e+00
0.000000e+00 3.850000e-01 5.782853e+00 5.782949e+00 0.000000e+00 -1.270343e+00
0.000000e+00 4.400000e-01 5.047643e+00 5.047720e+00 0.000000e+00 -1.132568e+00
0.000000e+00 4.950000e-01 4.486395e+00 4.486458e+00 0.000000e+00 -1.017405e+00
0.000000e+00 5.500000e-01 4.051427e+00 4.051479e+00 0.000000e+00 -9.225027e-01
0.000000e+00 6.050000e-01 3.704291e+00 3.704336e+00 0.000000e+00 -8.413305e-01
0.000000e+00 6.600000e-01 3.421934e+00 3.421972e+00 0.000000e+00 -7.724274e-01
0.000000e+00 7.150000e-01 3.187751e+00 3.187785e+00 0.000000e+00 -7.128234e-01
0.000000e+00 7.700000e-01 2.990929e+00 2.990959e+00 0.000000e+00 -6.611805e-01
0.000000e+00 8.250000e-01 2.823224e+00 2.823250e+00 0.000000e+00 -6.159792e-01
0.000000e+00 8.800000e-01 2.678786e+00 2.678810e+00 0.000000e+00 -5.762715e-01
0.000000e+00 9.350000e-01 2.553097e+00 2.553119e+00 0.000000e+00 -5.411789e-01
0.000000e+00 9.900000e-01 2.442762e+00 2.442781e+00 0.000000e+00 -5.100483e-01
0.000000e+00 1.045000e+00 2.345115e+00 2.345133e+00 0.000000e+00 -4.823191e-01
0.000000e+00 1.100000e+00 2.258075e+00 2.258091e+00 0.000000e+00 -4.575423e-01
0.000000e+00 1.155000e+00 2.179976e+00 2.179991e+00 0.000000e+00 -4.353397e-01
0.000000e+00 1.210000e+00 2.109482e+00 2.109496e+00 0.000000e+00 -4.153985e-01
0.000000e+00 1.265000e+00 2.045499e+00 2.045512e+00 0.000000e+00 -3.974549e-01
0.000000e+00 1.320000e+00 1.987129e+00 1.987141e+00 0.000000e+00 -3.812870e-01
0.000000e+00 1.375000e+00 1.933624e+00 1.933635e+00 0.000000e+00 -3.667058e-01
0.000000e+00 1.430000e+00 1.884359e+00 1.884369e+00 0.000000e+00 -3.535497e-01
0.000000e+00 1.485000e+00 1.838808e+00 1.838818e+00 0.000000e+00 -3.416786e-01
