#   123    0.30000
 0.81300813E-02  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.16260163E-01  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.24390244E-01  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.32520325E-01  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.40650407E-01  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.48780488E-01  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.56910569E-01  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.65040650E-01  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.73170732E-01  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.81300813E-01  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.89430894E-01  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.97560976E-01  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.10569106E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.11382114E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.12195122E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.13008130E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.13821138E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.14634146E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.15447154E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.16260163E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.17073171E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.17886179E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.18699187E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.19512195E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.20325203E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.21138211E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.21951220E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.22764228E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.23577236E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.24390244E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.25203252E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.26016260E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.26829268E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.27642276E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.28455285E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.29268293E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.30081301E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.30894309E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.31707317E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.32520325E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.33333333E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.34146341E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.34959350E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.35772358E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.36585366E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.37398374E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.38211382E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.39024390E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.39837398E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.40650407E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.41463415E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.42276423E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.43089431E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.43902439E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.44715447E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.45528455E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.46341463E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.47154472E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.47967480E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.48780488E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.49593496E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.50406504E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.51219512E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.52032520E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.52845528E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.53658537E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.54471545E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.55284553E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.56097561E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.56910569E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.57723577E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.58536585E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
 0.59349593E+00  0.10000000E+01  0.10000000E+01  0.00000000E+00  0.33333333E+01
